PPN	EPN	Jahr	Verfasser	Titel	Umfang	Hinweise	Einband	Signatur	Link
688437389	1298556856	1724	Grone, Caspar Friedrich$cvon ; ID: gnd/1027986463	[Stammbuch Caspar Friedrich von Grone]	165 Bl.	Enth. auch zahlr. leere Bl.	Einband: Braunes Kalbleder mit verblaßter Goldprägung. 'C. F. v. G. || 1724' (Goldprägung, Vorderdeckel), darüber eine einfache Adelskrone, darunter zwei Federn, beides, jedoch ohne das Monogramm, auch auf dem Rückdeckel. Goldschnitt (jetzt dunkel). Vorderer Spiegel: Kupferstich von Caspar Junghans, Jena, Stadt; hinterer Spiegel: Kupferstich von Caspar Junghans, Jena, Markt	Stb 379	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1347264590
688437435	1298556910	1597	Latermann, Johann *1575-1655* ; ID: gnd/120478161	[Stammbuch Johann Latermann]	205 Bl.	Enth. auch leere Bl.	Einband: Braunes Kalbleder mit Goldprägung, Streicheisenlinien, Mittelmedaillon; Rücken mit Blindprägung. 'I. L. || 1597' (Goldprägung, Vorderdeckel). Punzierter Goldschnitt.	Stb 383	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1666604887
688437451	1298556937	1576	Salzhuber, Georg *-1615* ; ID: gnd/121793761	[Stammbuch Georg Salzhuber]	62 Bl.		Einband: Braunes Rindleder mit dunkler (ehemals goldener) Prägung, Streicheisenlinien, Eck- und Mittelfleurons. 'I R C O || 1575' (Prägung, Vorderdeckel).	Stb 387	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=155937182X
68843746X	1298556953	1584	Baumgartner, Paul *-1615* ; ID: gnd/1023722275	[Stammbuch Paul Baumgartner]	185 Bl.		Einband: Braunes Kalbleder, Rücken erneuert. Prägung '1584' auf Vordereinband	Stb 388	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1553875761
688437478	1298556961	1585	Kradl, Michael ; ID: gnd/1024339017	[Stammbuch Michael Kradl]	226 Bl.	Enth. auch leere Bl.	Einband: Pergament ohne Unterlage (Kopert) mit Kantenüberstand, Befestigungsspuren von vier Schleifenbändern. Punzierter Goldschnitt. Fragmente von zwei spätgotischen lateinischen Pergamenthandschriften zur Befestigung des Kapitals an Kopf und Fuß (je 35 x 16 mm).	Stb 389	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1556461992
688437486	129855697X	1591	Gast, Abraham *1574-1621* ; ID: gnd/132844397	[Stammbuch Abraham Gast]	[12] Bl., 361 Bl.		Einband: Pergament ohne Unterlage (Kopert) mit Kantenüberstand, Befestigungsspuren von vier ledernen Schleifenbändern. Blindgeprägte (jetzt verflachte) Rollen, Mittelmedaillon: maurisches Muster, Vorderdeckel; Kreuzigung mit Maria und Maria Magdalena (oval, 52x42 mm), Rückdeckel. Punzierter Goldschnitt.	Stb 390	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1667770284
688437494	1298556988	1598	Fürer von Haimendorf, Christoph *1578-1653* ; ID: gnd/115831398	[Stammbuch Christoph Fürer von Haimendorf]	282 Bl.	Enth. auch leere Bl.	Einband: Pergament ohne Unterlage (Kopert) mit Kantenüberstand, Befestigungsspuren von vier ledernen Schleifenbändern. Goldprägung, Mittelmedaillon, darüber auf beiden Deckeln: 'C. F. F. H. || 1598'. Punzierter Goldschnitt.	Stb 391	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1661467857
688437508	1298557003	1601	Frölich, Balthasar ; ID: gnd/1081196831	[Stammbuch Balthasar Frölich]	146 Blätter	Enth. auch leere Bl.	Einband: Taubenblauer Samt über Holz.	Stb 392	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1642994871
688437516	129855702X	1602	Welser, Sebald *1589-1634* ; ID: gnd/1081017376	[Stammbuch Sebald Welser]	84 Blätter	Enth. auch leere Bl.	Einband: Braunes Velourleder mit Goldprägung (zum größten Teil abgefallen), Streicheisenlinien, Mittelmedaillon auf Vorder- und Rückdeckel. Vier gelbe Schleifenbandpaare aus Seidenrips. Goldschnitt.	Stb 393	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1648274994
688437532	1298557046	1604	Wagner, Gottfried ; ID: gnd/128438835	[Stammbuch Gottfried Wagner]	243 Bl.	Enth. auch leere Bl.	Einband: Preßvergoldetes Rindleder (stark verblaßt), eine große Druckplatte mit Rankenwerk und Vögeln, leeres Mittelmedaillon (Welscher Stil). Reste von vier grünseidenen Schleifenbändern. Punzierter Goldschnitt.	Stb 394	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1667774344
688437540	1298557054	1574	Kirchmeir, Valentinus ; ID: gnd/1081428368	[Stammbuch Valentinus Kirchmeir]	62 Blätter	Enth. auch leere Bl.#Paginierfehler: Bl. 49 [i.e. 50]	Einband: Braunes Rindleder, blindgeprägte Streicheisenlinien, Mittelmedaillon. Reste von vier grünseidenen Schleifenbändern. Indigogefärbter Schnitt mit goldener Punzierung.	Stb 395	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1644818159
688437559	1298557062	1611	Schröck, Lukas *1583-1651* ; ID: gnd/1075480078	[Stammbuch Lukas Schröck]	[7] Bl., 341 Seiten	Enth. auch leere Bl.	Einband: Braunes Kalbleder mit goldgeprägtem Oval in der Mitte. Goldschnitt. Buchblock lose. Seitenzählung (1-340).	Stb 396	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1661468551
688437575	1298557089	1621	Fürer von Haimendorf, Christoph *1607-1639* ; ID: gnd/120763516	[Stammbuch Christoph Fürer von Haimendorf]	275 Bl.	Enth. auch leere Bl.	Einband: Braunes Kalbleder mit verblaßter Goldprägung, Streicheisenlinien, Eck- und Mittelfleurons.	Stb 397	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1667771108
688437583	1298557119	1632	Volckamer, Johann Georg *1616-1693* ; ID: gnd/100865208	[1. Stammbuch Johann Georg Volckamer]	128 Bl.	Enth. auch leere Bl.	Einband: Dunkelbraunes Maroquin mit Goldprägung, Filete, Eckfleurons Mittelmedaillon. 'I G V || 1632' (Goldprägung, Vorderdeckel). Reste von vier rotseidenen Schleifenbänder. Goldschnitt.	Stb 398	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1561297224
688437591	1298557127	1634	Höpfner, Johann *-1680* ; ID: gnd/132499495	[Stammbuch Johann Höpfner]	153 Bl.	Enth. auch leere Bl.	Einband: Dunkelbraunes Maroquin mit Goldprägung, große Raute in der Deckelmitte. 'I H M M || 1635' (Goldprägung, Vorderdeckel). Goldschnitt.	Stb 399	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1561923915
688437605	1298557135	1639	Saubert, Adolf *1635-1678* ; ID: gnd/116976349	[Stammbuch Adolf Saubert]	304 Bl.	Enth. auch leere Bl.	Einband: Schwarzes Maroquin mit blindgeprägten Streicheisenlinien. Reste von vier grünseidenen Schleifenbändern. Goldschnitt.	Stb 400	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1561926450
688437613	1298557143	1644	Apelius, Casparus ; ID: gnd/1048064255	[Stammbuch Casparus Apelius]	211 Bl.	Enth. auch leere Bl.	Einband: Geglättetes Pergament (sogenannter Bauerneinband) mit dunkel eingefärbter Prägung (ehemals Gold?), Eckfleurons, Mittelmedaillons auf Vorder- und Rückdeckel. 'C A M M || 1644' (Prägung, Vorderdeckel). Goldschnitt.	Stb 401	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1560047259
688437621	1298557151	1647	Schwenter, Jakob *1631-1674* ; ID: gnd/129936197	[Stammbuch Jakob Schwenter]	226 Bl.	Enth. auch leere Bl.	Einband: Dunkelbraunes Maroquin mit blindgeprägten Streicheisenlinien über Holz. 'M. J. S. P. L. C. || 1631' (Goldprägung, Vorderdeckel). Goldschnitt.	Stb 402	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1561928453
68843763X	129855716X	1650	Butte, Dietrich *1631-1675* ; ID: gnd/121373339	[Stammbuch Dietrich Butte]	168 Bl.	Enth. auch leere Bl.	Einband: Braunes Kalbleder mit Preßvergoldung (stark abgeblättert), sogenannter Fächereinband. Ganze Rosette im Deckelzentrum, aus Einzelstempeln zusammengesetzte Viertelrosetten in den Ecken des Außenrahmens, dazwischen vier Engelsköpfchen.	Stb 403	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1561939099
688437656	1298557186	1678	Lochner, Christoph *1648-1721* ; ID: gnd/1075171059	[Stammbuch Christoph Lochner]	285 Bl	Enth. auch leere Bl.	Einband: Schwarzes Maroquin über Holz (Vorderdeckel gebrochen) mit blindgeprägten Streicheisenlinien. 'C. L. || 1672' (Goldprägung, Vorderdeckel). Goldschnitt.	Stb 405	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1561982148
688437664	1298557208	1689	Haller von Hallerstein, Johann Tobias *1667-1713* ; ID: gnd/1035035715	[Stammbuch Johann Tobias Haller von Hallerstein]	185 Bl.	Enth. auch leere Bl.	Einband: Geglättetes Pergament, rotgesprenkelter Schnitt.	Stb 406	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1561992836
688437680	1298557224	1693	Merkel, Andreas *1672-1741* ; ID: gnd/137096984	[Stammbuch Andreas Merkel]	464 S.	Enth. auch leere Bl.	Einband: Geglättetes Pergament (sogenannter Bauerneinband) mit reicher Preßvergoldung, Felder abwechselnd rot und grün eingefärbt, Rückenvergoldung. Goldschnitt, an Kanten punziert. Spiegel und Vorsätze (doppelseitig) Kamm-Marmorpapier. Schuber mit Pergamentfragment eines Missale bezogen, Quadratnotation, große (94x106 mm) Initiale 'D'. Grünes, gewebtes Leinenband zum Herausziehen des Buches.#Ill	Stb 407	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1561999466
688437699	1298557232	1702	Pesler, Johann Andreas ; ID: gnd/1028043856	[Stammbuch Johann Andreas Pesler]	227 Bl.	Enth. auch leere Bl.	Einband: Braunes Kalbleder mit Blindprägung, Streicheisenlinien, Eckfleurons, kleines Mittelmedaillon, Rückenprägung. Blau und rot gesprenkelter Schnitt. Vorderdeckel lose (möglicherweise fehlt die erste Lage).	Stb 408	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1347416676
688437702	1298557240	1705	Otto, Michael *1682-1753* ; ID: gnd/1028099487	[Stammbuch Michael Otto]	190 Bl.	Enth. auch leere Bl.	Einband: Braunes Kalbleder mir Preßvergoldung, Fächerrosette in der Mitte. Goldschnitt, an Ecken und Kanten ounziert. Spiegel Wellenmarmorpapier.	Stb 409	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1347418849
688437710	1298557259	1708	Woelcker, Karl Wilhelm *1690-1748* ; ID: gnd/115818758	[Stammbuch Karl Wilhelm Woelcker]	176 Bl.	Enth. auch leere Bl.	Einband: Braunes Kalbleder mir Preßvergoldung, in der Mitte des Vorderdeckels Kranz, von zwei Engeln gehalten, in der Mitte 'C. G. W.'. Goldschnitt. Spiegel Wellenmarmorpapier.	Stb 410	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=135871617X
688437729	1298557275	1717	Daumiller, Gottfried Caspar ; ID: gnd/1028579683	[Stammbuch Gottfried Caspar Daumiller]	148 Bl.		Einband: Braunes Kalbleder mit wenig Goldprägung. STAM||BUCH Prägung auf dem Rücken. Goldschnitt. Beide Spiegel Brokatpapier auf hellrot gestrichenem Grund.	Stb 411	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1358726450
688437737	1298557283	1723	Thalmann, Christoph Heinrich ; ID: gnd/1028582242	[Stammbuch Christoph Heinrich Thalmann]	192 Bl.	Enth. auch leere Bl.	Einband: Schwarzbraun gesprenkeltes Kalbleder mit Preßvergoldung, Rückenvergoldung. Goldschnitt. Spiegel Wellenmarmorpapier (hochkant).	Stb 412	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1358760608
688437745	1298557291	1724	Ries, Johann Gottfried *1703-1771* ; ID: gnd/1028583168	[Stammbuch Johann Gottfried Ries]	182 Bl.	Enth. auch leere Bl.	Einband: Schwarzbraun gesprenkeltes Kalbleder mit Preßvergoldung, Bordüren, Granatapfelmotiv in den Ecken, Mittelmedaillon. Rückenvergoldung. Goldschnitt. Spiegel Modeldruckpapier.	Stb 413	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1358764646
688437753	1298557305	1731	Thill, Gustav Gabriel$cvon ; ID: gnd/1028657447	[Stammbuch Gustav Gabriel von Thill]	119 Bl.	Enth. auch zahlr. leere Bl.	Einband: Geglättetes, rotgefärbtes Pergament mit reicher Preßvergoldung, Felder schwarz umrandet, Rückenvergoldung. Goldschnitt, am Kapital punziert. Spiegel Bronzefirnisdruck auf türkisfarbenem Grund.	Stb 414	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1358767076
688437761	1298557313	1735	Linck, Friedrich Pius *1716-1781* ; ID: gnd/1028658451	[Stammbuch Friedrich Pius Linck]	183 Bl.	Enth. auch leere Bl.	Einband: Schwarzbraun gesprenkeltes Kalbleder mit Preßvergoldung, Bordüren, blindgeprägte Streicheisenlinien. Goldschnitt. Spiegel und Vorsätze Brokatpapier auf hellrot gestrichenem Grund, signiert: 'C. STOY', vorderer Spiegel, 'AUGSPURG BEY' hinterer Spiegel (Georg Christoph Stoy, Augsburg).	Stb 415	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1358774242
68843777X	1298557321	1736	Riederer, Magnus *1718-1773* ; ID: gnd/101976208X	[1. Stammbuch Magnus Riederer]	540 S., 7 Bl.	Enth. auch leere Bl.	Einband: Schwarzbraun gesprenkeltes Kalbleder, Rücken- und Stehkantenprägung. Goldschnitt, an Ecken und Kanten punziert. Spiegel und Vorsätze Bronzefirnisdruck auf weinrot gestrichenem Grund, signiert: 'OY. EXCVD: AUG: VIND.', vorderer Spiegel, 'CUM. PRIVILEGIO S' hinterer Spiegel (Georg Christoph Stoy, Augsburg, vgl. Haemmerle Nr. 459, hier andere Punktierung).	Stb 416	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1358835829
688437788	129855733X	1736	Riederer, Magnus *1718-1773* ; ID: gnd/101976208X	[2. Stammbuch Magnus Riederer]	563 S., 2 Bl.	Enth. auch leere Bl.	Einband: Schwarzbraun gesprenkeltes Kalbleder, Rücken- und Stehkantenprägung. Goldschnitt, an Ecken und Kanten punziert. Spiegel und Vorsätze Bronzefirnisdruck auf weinrot gestrichenem Grund, signiert: 'TOY. EXCVD: AUG VIND.', vorderer Spiegel, 'UM. PRIVILEGIO. SAC.' hinterer Spiegel (Georg Christoph Stoy, Augsburg, vgl. Haemmerle Nr. 459, hier andere Punktierung).	Stb 417	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1358844666
688437796	1298557348	1738	Volland, Johann Caspar *1716-1796* ; ID: gnd/1028751397	[Stammbuch Johann Caspar Volland]	191 Bl.	Enth. auch zahlr. leere Bl.	Einband: Braungesprenkeltes Kalbleder mit Silberprägung, Streicheisenlinien, Eckfleurons, goldgeprägtes Mittelmedaillon. 'I. C. V. || 1738' (Silbeprägung, Vorderdeckel). Goldschnitt, an Ecken und Kanten punziert. Spiegel Modeldruckpapier.	Stb 418	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1359037942
688437907	1298557453	1614	Hüber, Matthias *1597-1635* ; ID: gnd/1078020787	[Stammbuch Matthias Hüber (Fragment)]	44 Blätter		Einband: Ohne.	Stb 430	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1644819333
688437915	1298557461	1590	Hepp, Kaspar ; ID: gnd/119705893	[Stammbuch Kaspar Hepp]	50 Blätter	Enthält auch leere Blätter	Einband: Blindgeprägtes Kalbleder, Streicheisenlinien mit Eckmedaillons, Stehkantenprägung. Schnitt indigofarben gesprenkelt. Spiegel und Vorsätze taubenblaues Papier.	Stb 431	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1644818531
688437923	129855747X	1590	Ewening, Michael ; ID: gnd/119666154	[Stammbuch Michael Ewening]	196 Blätter	Enth. auch leere Bl.	Einband: Kiebitzpapier, Ecken und Rücken helles Kalbleder, Rückenvergoldung. Spiegel und Vorsätze Schneckenmarmorpapier.	Stb 432	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1644828995
688437931	1298557488	1653	Trummer, Leonhard *1634-1705* ; ID: gnd/12362374X	[Stammbuch Leonhard Trummer]	170 Bl.	Enth. auch leere Bl.	Einband: Braunes Kalbleder über Holz mit Handvergoldung, sogenannter Fächereinband. Ganze Rosette im Deckelzentrum, aus Einzelstempeln zusammengesetzte Halbrosetten an den Seiten des Mittelfeldes, Rückenvergoldung. Goldschnitt. Spiegel Schneckenmarmorpapier, davon vier Blätter zwischengeheftet.	Stb 433	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1562004352
688437958	129855750X	1712	Schmidt, Andreas Bartholomäus ; ID: gnd/1021147869	[1. Stammbuch Andreas Bartholomäus Schmidt]	8 Bl., 340 S.	Enth. auch leere Bl.	Einband: Braunes Kalbleder. Goldschnitt. Spiegel mehrfarbiges Kleisterpapier (Herrnhuter Art).	Stb 435	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1363256416
688437974	1298557526	1606	Exhagen van Ruijven, Theodor ; ID: gnd/108142902X	[Stammbuch Theodor Exhagen van Ruijven]	61 Blätter	Enth. auch leere Bl.	Einband: Braunes Kalbleder mit goldgeprägtem Kranz (Zweige, Vögel, Gesichter) auf beiden Deckeln.	Stb 437	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1644817128
688438016	1298557569	1622	Latermann, Johann Christoph *1602-1640* ; ID: gnd/124183867	[Stammbuch Johann Christoph Latermann]	91 Blätter		Einband: Graue Pappe. Punzierter Goldschnitt.	Stb 442	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=166777512X
688438024	1298557577	1593	Taubmann, Friedrich *1565-1613* ; ID: gnd/117247243	[Stammbuch Friedrich Taubmann]	177 Blätter	Enth. auch leere Bl.	Einband: Blindgeprägtes Schweinsleder, Streicheisenlinien, Rollen, je 1 Platte, Vorderdeckel (86x51): Halbfigur des Kaisers Maximilian II., nach rechts, Unterschrift: MAXIMILIANVS II D G ROM IMP SEM || AVGVS GERMA HUNGA BOHEMI ET || REX ARCHID AUSTRI DVX SILESIE (EBDB p002262), Prägung: 'F. T. V. F. || 1593'; Rückdeckel (85x50): Halbfigur des sächsischen Kurfürsten August, nach links, Unterschrift: ILLVS PRINC AC D D AVGVS DV SAX SAC || ROM IMPER ARCHIMAR ET ELEC LAND || GRA THVR MARCH MIS BVRG MAGDE (Haebler II 80, XXII; nicht in EBDB). Rot und blau gesprenkelter Schnitt.	Stb 443	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=164295585X
688438032	1298557585	1604	Gütlein, Wolfgang ; ID: gnd/1095673157	[Stammbuch Wolfgang Gütlein]	329 Blätter	Enth. auch leere Bl. Zahlreiche Paginierfehler	Einband: Geglättetes Pergament (sogenannter Bauerneinband) mit Kantenüberstand. Dunkel eingefärbte Prägung (ehemals Gold?), Streicheisenlinien, Eckfleurons, Mittelmedaillons auf Vorder- und Rückdeckel. 'W. G. S || 1603' (Prägung, Vordeckel). Befestigungsspuren von vier Schleifenbändern.	Stb 444	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1644271168
688438040	1298557593	1704	Rosenfeld, Daniel *-1750* ; ID: gnd/104321415	[Stammbuch Daniel Rosenfeld]	208 Bl.	Enth. auch leere Bl.	Einband: Mittelbraunes goldgeprägtes Maroquin, Rollen, Eck- und Mittelfleurons, Rücken- und Stehkantenvergoldung. Goldschnitt.	Stb 445	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1363316117
688438067	1298557623	1666	Kästel, Johann ; ID: gnd/1042985790	[Stammbuch Johann Kästel]	294 Bl.	Enth. auch leere Bl.	Einband: Schwarzes Maroquin mit Handvergoldung, sogenannter Fächereinband. Ganze Rosette im Deckelzentrum, aus Einzelstempeln zusammengesetzte Blüten und Ranken in den Ecken des Innenrahmens. Nach außen vier Rahmen aus verschiedenen Rollen, Fileten und Blütenstempeln; dazwischen Streicheisenlinien und Perlstabmuster. Rückenvergoldung. Punzierter Goldschnitt, große Blüte mit Stiel und Blättern, die Zwischenräume indigofarben.	Stb 446	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1562900579
688438105	1298557674	1653	Eyb, Georg Bernhard$cvon ; ID: gnd/1075504465	[Stammbuch Georg Bernhard von Eyb]	171 Bl.	Enth. auch leere Bl.	Einband: Schwarzes Maroquin mit blindgeprägten Streicheisenlinien. Goldschnitt, an Ecken und Kanten punziert. Spiegel Kamm-Marmorpapier.	Stb 447	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1562898221
688438113	1298557682	1720	Langerhans, Heinrich ; ID: gnd/1029078661	[Stammbuch Heinrich Langerhans]	150 Bl.	Enth. auch leere Bl.	Einband: Braunes Kalbleder in der Art von Kiebitzpapier gesprenkelt, goldgeprägte Filete, Eckfleurons, Rücken- und Stehkantenvergoldung. Goldschnitt, an Ecken und Kanten punziert. Spiegel rotes Kleisterpapier.	Stb 450	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1367974194
68843813X	1298557704	1600	$PVerschiedene$lStammbucheigner ; ID: gnd/1095685988	[Stammbuchfragmente verschiedener Eigner]	7 Blätter		Einband: Pappeinband; beide Deckel mit dem Fragment einer Inkunabel (Sign HAAB Inc Fragment 10a) beklebt; zweispaltiger lat. theol. Text mit roten Lombarden, rubriziert: Nic. de Lyra: Postilla super Bibliam. [Straßburg: Mentelin, nicht nach 1477] (GW M26538), aus P. III, ein Teil von Bl. 55r mit Kommentar zu Jesaja 56 (Ende) u. 57 (Anfang, Iustus perit).	Stb 452a	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1644824094
688438148	1298557712	1589	Locher, Heinrich ; ID: gnd/1118415124	[Stammbuchfragment Heinrich Locher]	15 Blätter		Einband: Pappeinband; beide Deckel mit dem Fragment einer Inkunabel (Sign HAAB Inc Fragment 10b) beklebt; zweispaltiger lat. theol. Text mit roten Lombarden, rubriziert: Nic. de Lyra: Postilla super Bibliam. [Straßburg: Mentelin, nicht nach 1477] (GW M26538), aus P. III, ein Teil von Bl. 26v mit Kommentar zu Jesaja 24 (Ende) u. 25 (Domine Deus).	Stb 452b	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1644822113
688438156	1298557739	1675	Gebhard, Johann Christoph *1654-1723* ; ID: gnd/1037932323	[Stammbuch Johann Christoph Gebhard]	147 Bl.	Enth. auch leere Bl.	Einband: Kalbleder mit wenig Blindprägung, Streicheisenlinien, Eckfleurons, kleiner Lorbeerkranz in der Mitte beider Deckel. 'I. C. GE. || 1675' (Goldprägung, Vorderdeckel). Goldschnitt. Spiegel und Vorsätze Schneckenmarmorpapier.	Stb 456	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=156292026X
688438164	1298557747	1611	Stade, Johann ; ID: gnd/124596541	[Stammbuch Johann Stade]	335 Bl.	Enthält auch leere Blätter	Einband: Geglättetes Pergament (sogenannter Bauerneinband), dunkel (ehemals Gold?) geprägte Streicheisenlinien und Filete, Rollen, Eckfleurons. In der Mitte der Deckel ovale Medaillons mit dem kursächsischen Wappen. 'I § S § G § S || M D C X I' (Prägung, Vorderdeckel); 'G § V § W § G || E § H § A § N' (Rückdeckel).	Stb 457	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1648263917
688438180	1298557763	1574	Stieber, Bernhard ; ID: gnd/128605499	[Stammbuch Bernhard Stiber]	99 Blätter	Enth. auch leere Bl. - Mehrere Blätter wurden herausgerissen (u.a. 1 Bl. mit Illustration-/Textverlust zwischen Blatt 35 / 36 herausgerissen)	Einband: Kiebitzpapier, Lederrücken. Goldschnitt, punziert, nachträglich beschnitten.	Stb 460	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1644817748
688438199	1298557771	1612	Vogtherr, Andreas *1584-1650* ; ID: gnd/1077177941	[Stammbuch Andreas Vogtherr]	218 Blätter	Enth. auch leere Bl.	Einband: Blindgeprägtes Kalbleder (welscher Stil) über dünnen Holzdeckeln. Reste von vier grünseidenen Schleifenbändern. Goldschnitt, punziert.	Stb 461	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1666519502
688438202	129855778X	1739	Fischer, Caspar *1719-1787* ; ID: gnd/116558776	[1. Stammbuch Caspar Fischer]	177 Bl.	Enth. auch leere Bl.	Einband: Geglättetes Pergament (sogenannter Bauerneinband) mit reicher Goldprägung, große rote Medaillons auf schwarzem Grund. Goldschnitt. Spiegel Brokatpapier auf rotgestrichenem Grund, große Akanthusranken und Blüten.	Stb 462	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1367980429
688438237	1298557828	1717	Schrader, Johann Ulrich *-1724* ; ID: gnd/1029198624	[Stammbuch Johann Ulrich Schrader]	48 Bl.		Einband: Schwarzes Maroquin mit blindgeprägten Streicheisenlinien. Goldschnitt.	Stb 466	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1367991145
688438245	1298557836	1732	Jahn, Johann Christoph ; ID: gnd/1029199345	[Stammbuch Johann Christoph Jahn]	225 Bl.	Enth. auch leere Bl.	Einband: Braunes Maroquin mit Goldprägung, Rolle, Kranz in der Mitte. 'I. C. IAHN.' (Prägung, Vorderdeckel); '1732' (Rückdeckel). Goldschnitt.	Stb 467	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=136799683X
688438296	1298557887	1716	Ritter, Johannes Friedrich ; ID: gnd/102948578X	[Stammbuch Johann Friedrich Ritter]	109 Bl.	Enth. auch leere Bl.	Einband: Rindleder mit reicher Goldprägung über Holz, in der Mitte beider Deckel eine Herzogskrone, rechts und links davon je ein von einem Putto gehaltener Adlerflug, darüber vier Engelsköpfchen; darunter 'J. F. R.' (Vorderdeckel); '1735' (Rückdeckel). Goldschnitt, an Ecken und Kanten punziert.	Stb 472	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1368837514
688438318	1298557909	1716	Jordan, Johann Christoph *1696-1770* ; ID: gnd/1026274303	[Stammbuch Johann Christoph Jordan]	104 Bl.	Enth. auch leere Bl.	Einband: Dunkelbraunes blindgeprägtes Kalbleder, kleine Eckfleurons. Rot und blau gesprenkelter Schnitt.	Stb 475	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1368838170
688438407	1298558026	1715	Helmershausen, Christoph Heinrich *1695-1724* ; ID: gnd/115613943	[Stammbuch Christoph Heinrich Helmershausen]	345 S.	Enth. auch leere Bl.	Einband: Braunes Rindleder mit reicher Goldprägung, Rückenvergoldung. Goldschnitt.	Stb 488	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1370584148
68843844X	1298558069	1735	Beulwitz, ...$cvon ; ID: gnd/1030106460	[Stammbuch ... von Beulwitz]	58 Bl.	Enth. auch leere Bl.	Einband: Braunes Kalbleder mit Goldprägung, Rückenerneuert. 'STAMM || BVCH || 1735' (rotes Lederschild, Vorderdeckel). Goldschnitt. Spiegel und Vorsätze buntes Bouquetmarmorpapier.	Stb 493	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1370626894
